x_mean,y_mean,z_mean,x_stddev,y_stddev,z_stddev,x_energy,y_energy,z_energy,x_y_coeff,x_z_coeff,y_z_coeff,gesture
1.6730320802889764,2.042924062954262,-2.244403623044491,3.308452738054466,3.8446183238626586,9.415209195832555,1088.6458094093516,1501.5892125980645,7406.034781752724,-0.31451479190636195,-0.29775574600089216,0.8326465120714431,2
2.2270545274809455,1.198621331897536,-4.063021930781278,4.119791369120319,4.091494367602878,8.797285724423645,1430.569203442731,1182.942944828663,6120.033063475259,-0.3345965499916857,-0.22253313327434268,0.8801697794994421,2
1.570088671033199,1.3922982665925072,-4.159459847670335,3.830195987510529,4.1004732447195025,9.308723175383033,1099.1422816444142,1202.0905132674434,6670.3208425632565,-0.28214041338556645,-0.31449304233162145,0.9036447559709478,2
1.6951356111537843,1.4417796903659428,-4.057522353671846,4.068777197501305,4.166363761936637,9.197883510655762,1207.4363073729162,1207.1923003600434,6282.465508671218,-0.37440916503136046,-0.349556712573567,0.8390209985029163,2
1.6643270833550818,1.4168315442012889,-3.446779857788767,4.5853745922033236,4.4546855901871,9.416048804872705,1311.5304481571059,1203.847354888186,5541.704947997226,-0.3530146994474004,-0.36138043429673916,0.8120979051066732,2
1.9027285135661562,1.540452492982149,-3.253379162152608,4.877087191583241,4.444831317918838,9.494699953556259,1620.5953367642735,1308.0146342284693,5953.87886363934,-0.11837998757258561,-0.32053208801079547,0.8090707393561017,2
1.5080981336179233,1.7500739614996645,-3.696527496216789,4.267742120875066,4.0996379568205885,9.305660092788843,1272.5292930172322,1234.9897542295578,6229.7610836844815,-0.32848542198164316,-0.40760323728581555,0.8261964270951812,2
1.8940584807987175,1.7331713185675683,-3.7092696341776077,4.951473910708604,4.718217044921534,9.076393591401866,1717.9650939726093,1544.196631871599,5878.27439376848,-0.22427519350542466,-0.4176372197882154,0.7103334193519436,2
1.862590977478595,1.4119312660916457,-3.6653101368555947,4.231068542214001,4.279573255124349,9.27247063849231,1328.4827869638352,1261.1079729610192,6177.053527143717,-0.34366538782853806,-0.3847616650458859,0.8023585156573618,2
2.061463183457298,1.4454917442718787,-3.5893963889351914,4.659652266459815,4.468713406195254,9.426012944918682,1432.1590640158188,1215.3259703034623,5608.225522544058,-0.3325278801245499,-0.31854632934985216,0.7757602700596652,2
1.995019812814214,1.7496902585706928,-3.409216019782153,4.662416613457599,4.5348098121686995,9.20097867655555,1392.7646715257224,1278.8608818087873,5210.783927571874,-0.37385001231877074,-0.3697378954093747,0.8018156207729983,2
1.6646840284610618,1.6294582903642079,-4.417069632431557,4.356247146858805,4.29352397544768,9.279718656275634,1242.410713704956,1204.7556338435365,6040.060405348358,-0.24052990233114033,-0.3052210569093014,0.8022878059772196,2
1.3097677478860867,1.323432612183847,-4.022344580867834,4.492337113501438,4.248252456976551,9.83394027148248,1227.9242120591239,1110.5023516421393,6337.774938585254,-0.21379638465946335,-0.36422638243678157,0.7988945053859958,2
0.8751553663475947,1.0043480136177756,-4.216361496665261,4.751343466537992,4.667356756280371,9.913808337966804,1261.1886261373008,1231.8271521665733,6285.087906025638,-0.2082557562263731,-0.2799293922783936,0.7878022703061778,2
1.5154007114470005,1.2051296024338196,-3.927491966046785,4.363902037066164,4.860840104250455,9.226491936341791,1197.3409364166546,1405.9381545127671,5646.41260244892,-0.35011617661867533,-0.2852839420377803,0.7673869496566569,2
2.1480711428892043,1.0773627542787128,-3.5516200985700364,3.991714534959234,4.505528084832504,9.179034478138275,1278.589872573038,1331.7113278106383,6018.472120400474,-0.42578063908400293,-0.3177663150214799,0.7917560970187754,2
1.6649006839658393,1.1837218565041903,-3.573124625155183,4.113008433393256,4.457474468009262,9.780594984984855,1184.0958539255075,1277.6177614247758,6518.402690418968,-0.39512669050452226,-0.32441214677465136,0.8041491214240478,2
1.967060438460774,1.129011296218744,-3.4542356061714665,4.912445225954772,4.89731827539391,9.747972765261276,1487.945904696414,1339.9694847743149,5680.531726349512,-0.24955680198983582,-0.23756832572322295,0.7700551139425044,2
1.7070396991615946,0.9490777671337127,-3.7218911501494323,5.123957360616352,5.131218176208697,9.357422829561216,1578.0358572026369,1471.328771923856,5490.199603950282,-0.18097335248662194,-0.22683386214017537,0.7556350435234129,2
1.8295445519973312,0.9411647074055254,-4.064202374010756,4.689194582460527,5.22199006517946,9.386124926275835,1422.1508628632778,1577.5641808551932,5875.074336776901,-0.3513996125558304,-0.23538039871164196,0.7385259317978847,2
1.5964992348443379,1.0522140562534332,-3.768537660078569,5.31691563271941,5.328752167657836,9.519399443919138,1666.742499031847,1594.2558749829282,5674.527336984627,-0.23538758346211902,-0.27753345818010855,0.766753385598983,2
1.1169174441269465,1.2593715858778782,-3.7398409289973125,5.593454815674794,5.492014307291746,10.040503458519403,1790.6307789364794,1747.7391036460763,6327.883003285098,-0.15635617237246588,-0.2878438121663319,0.6518322926668562,2
1.6708639580066558,0.9645217360445747,-3.8061047306767217,5.405198921175518,5.658025271621281,9.491699134574027,1699.2137587792251,1746.9385663205003,5557.162074374991,-0.26307608389278747,-0.26224621680966137,0.7289207882894276,2
1.8452458438911923,1.557491464022961,-3.220055337857317,5.628009078298837,5.622298994313362,9.216585459154206,1862.6141079444249,1806.33513868446,5062.021563330939,-0.44936124337472266,-0.3306493163779592,0.7721684810262185,2
1.9175155525237828,1.1809689461932344,-3.3120399572081487,5.293388984557356,5.474599571700495,9.995410243661963,1842.0931703823874,1820.6185187473623,6441.884016478402,-0.4086388081493544,-0.3710056975223256,0.7436401065089154,2
2.4912009456178597,1.3090177380659602,-3.310887482082635,5.341249890869377,5.31765000577608,9.193432727416642,1951.3679048483764,1681.205552698664,5357.908124941635,-0.4563353796490086,-0.3778459674843567,0.7115630600156959,2
1.464320491861414,1.0484078918342237,-3.688282684871444,5.145532949056006,5.143685912027093,9.280130348872161,1519.0436576363163,1461.6023441777122,5298.988597309298,-0.32392216134410834,-0.21045248140237538,0.7948212997874257,2
2.1058650736781686,0.8156714238903738,-3.81849429173903,6.1103654145844555,5.79794076468787,9.339455349788551,2260.081260956057,1851.8629169311105,5512.122442539873,-0.2142357092607055,-0.22410053511182135,0.758084518258936,2
1.6136573268786858,0.82260949131951,-4.295555202845941,5.86708528642977,5.587279547888652,9.366029396658925,2076.0923546710674,1786.76191717718,5964.212659448154,-0.19002896050929613,-0.2682343302067032,0.8069791061136138,2
1.4377743610791092,1.5045629631856392,-3.961680844426155,4.945467828837339,5.0670938129954886,9.308563654518684,1513.9834832015451,1594.7952266437546,5849.318443242299,-0.3537171866842966,-0.3167520100831442,0.7773763628261561,2
2.200421218980442,1.220420189489695,-4.030298189141534,5.400168909540272,5.175823616820307,9.477931441051236,1841.0404543361954,1528.5325052117553,5744.265649805311,-0.3318549006209017,-0.24125133296809592,0.7726972945759605,2
2.1595520022891317,1.0504197463685392,-3.612522418008131,6.259945671956841,5.629076802671615,9.980878909284643,2197.1928981727,1640.5977463403926,5646.4634193413285,-0.2502851383925766,-0.26331428202858187,0.7078630152891231,2
1.87472400244958,0.895712411452858,-3.7854735986241757,5.959358749142677,5.142059230676846,10.033623209364722,2032.999022975245,1417.4421412266527,5994.506874181801,-0.292798118437987,-0.2699168755261252,0.7246999191527307,2
